"start.station.id","start.station.latitude","start.station.longitude","trips_departed","city","start.station.name"
3117,40.73564,-73.95866,4098,"NYC","Franklin St & Dupont St"
3118,40.73555,-73.95284,4584,"NYC","McGuinness Blvd & Eagle St"
3119,40.74232744,-73.95411749,4169,"NYC","Vernon Blvd & 50 Ave"
312,40.722055,-73.989111,10377,"NYC","Allen St & Stanton St"
3121,40.74524768,-73.94733276,1307,"NYC","Jackson Ave & 46 Rd"
3122,40.7443632870669,-73.9558732509613,1578,"NYC","48 Ave & 5 St"
3123,40.74469738,-73.93540375,1583,"NYC","31 St & Thomson Ave"
3124,40.74731,-73.95451,5225,"NYC","46 Ave & 5 St"
3125,40.74708586,-73.94977234,2843,"NYC","45 Rd & 11 St"
3126,40.74718234,-73.9432635,3958,"NYC","44 Dr & Jackson Ave"
3127,40.74966,-73.9521,1538,"NYC","9 St & 44 Rd"
3128,40.75052534,-73.94594845,907,"NYC","21 St & 43 Ave"
3129,40.75110165,-73.94073717,10065,"NYC","Queens Plaza North & Crescent St"
313,40.69610226,-73.96751037,2936,"NYC","Washington Ave & Park Ave"
3130,40.75325964,-73.94335788,1658,"NYC","21 St & Queens Plaza North"
3131,40.7671284034954,-73.9622461795807,3656,"NYC","E 68 St & 3 Ave"
3132,40.76350532,-73.97109243,4794,"NYC","E 59 St & Madison Ave"
3134,40.76312584,-73.96526895,5104,"NYC","3 Ave & E 62 St"
3135,40.77112927,-73.95772297,4456,"NYC","E 75 St & 3 Ave"
3136,40.766368,-73.971518,6028,"NYC","5 Ave & E 63 St"
3137,40.77282817,-73.96685276,14691,"NYC","5 Ave & E 73 St"
3139,40.7711828754066,-73.9640942215919,3970,"NYC","E 72 St & Park Ave"
3140,40.77140426,-73.9535166,12876,"NYC","1 Ave & E 78 St"
3141,40.76500525,-73.95818491,20698,"NYC","1 Ave & E 68 St"
3142,40.7612274,-73.96094022,12380,"NYC","1 Ave & E 62 St"
3143,40.7763214218227,-73.9642739295959,9280,"NYC","5 Ave & E 78 St"
3144,40.77677702,-73.9590097,2239,"NYC","E 81 St & Park Ave"
3145,40.77862688,-73.95772073,4349,"NYC","E 84 St & Park Ave"
3146,40.77573034,-73.9567526,4494,"NYC","E 81 St & 3 Ave"
3147,40.77801203,-73.95407149,10044,"NYC","E 85 St & 3 Ave"
3148,40.77565541,-73.95068615,7281,"NYC","E 84 St & 1 Ave"
315,40.70355377,-74.00670227,9237,"NYC","South St & Gouverneur Ln"
3150,40.77536905,-73.94803392,4097,"NYC","E 85 St & York Ave"
3151,40.7728384,-73.94989233,6174,"NYC","E 81 St & York Ave"
3152,40.76873687,-73.96119945,3397,"NYC","3 Ave & E 71 St"
3154,40.77314236,-73.95856158,4774,"NYC","E 77 St & 3 Ave"
3156,40.76663814,-73.95348296,9381,"NYC","E 72 St & York Ave"
3157,40.77518615,-73.94446054,3731,"NYC","East End Ave & E 86 St"
3158,40.77163851,-73.98261428,8238,"NYC","W 63 St & Broadway"
3159,40.77492513,-73.98266566,6155,"NYC","W 67 St & Broadway"
316,40.70955958,-74.00653609,5718,"NYC","Fulton St & William St"
3160,40.77896784,-73.97374737,8984,"NYC","Central Park West & W 76 St"
3161,40.7801839724239,-73.9772853255272,6132,"NYC","W 76 St & Columbus Ave"
3163,40.7734066,-73.97782542,13401,"NYC","Central Park West & W 68 St"
3164,40.7770575,-73.97898475,13785,"NYC","Columbus Ave & W 72 St"
3165,40.7757937668367,-73.9762057363987,14633,"NYC","Central Park West & W 72 St"
3166,40.7805779901033,-73.9856243133545,8985,"NYC","Riverside Dr & W 72 St"
3167,40.7796680900731,-73.9809304475784,13354,"NYC","Amsterdam Ave & W 73 St"
3168,40.78472675,-73.96961715,12766,"NYC","Central Park West & W 85 St"
3169,40.78720869,-73.98128127,5801,"NYC","Riverside Dr & W 82 St"
317,40.72453734,-73.98185424,10981,"NYC","E 6 St & Avenue B"
3170,40.78499979,-73.97283406,6132,"NYC","W 84 St & Columbus Ave"
3171,40.78524672,-73.97667321,7226,"NYC","Amsterdam Ave & W 82 St"
3172,40.7785669,-73.97754961,4666,"NYC","W 74 St & Columbus Ave"
3173,40.777507027548,-73.9888858795166,8056,"NYC","Riverside Blvd & W 67 St"
3175,40.77748046,-73.98288594,8792,"NYC","W 70 St & Amsterdam Ave"
3177,40.7867947,-73.977112,4694,"NYC","W 84 St & Broadway"
3178,40.78414472,-73.98362492,4678,"NYC","Riverside Dr & W 78 St"
3179,40.698617,-73.941342,1373,"NYC","Park Ave & Marcus Garvey Blvd"
319,40.711066,-74.009447,7524,"NYC","Fulton St & Broadway"
320,40.717571,-74.005549,5151,"NYC","Leonard St & Church St"
321,40.69991755,-73.98971773,4130,"NYC","Cadman Plaza E & Red Cross Pl"
3221,40.743,-73.93561,1694,"NYC","47 Ave & 31 St"
3226,40.78275,-73.97137,6496,"NYC","W 82 St & Central Park West"
323,40.69236178,-73.98631746,5331,"NYC","Lawrence St & Willoughby St"
3231,40.7678008014813,-73.9659208059311,2655,"NYC","E 67 St & Park Ave"
3232,40.6896218879033,-73.9830426871777,6613,"NYC","Bond St & Fulton St"
3233,40.7572456791173,-73.978059142828,7708,"NYC","E 48 St & 5 Ave"
3235,40.752165280622,-73.9799219369888,5519,"NYC","E 41 St & Madison Ave"
3236,40.7589848139963,-73.9937996864319,7673,"NYC","W 42 St & Dyer Ave"
324,40.689888,-73.981013,4963,"NYC","DeKalb Ave & Hudson Ave"
3241,40.686203,-73.944694,2080,"NYC","Monroe St & Tompkins Ave"
3242,40.6910292567797,-73.991833627224,3375,"NYC","Schermerhorn St & Court St"
3243,40.7589238637769,-73.9622622728348,3340,"NYC","E 58 St & 1 Ave (NE Corner)"
3244,40.7314372408523,-73.9949034154415,10761,"NYC","University Pl & E 8 St"
3246,40.6942811413973,-73.9923003315926,3643,"NYC","Montague St & Clinton St"
3249,40.6803560840434,-73.9476791024208,1715,"NYC","Verona Pl & Fulton St"
325,40.73624527,-73.98473765,8083,"NYC","E 19 St & 3 Ave"
3255,40.7505853470215,-73.9946848154068,16350,"NYC","8 Ave & W 31 St"
3256,40.7277140777778,-74.011295735836,17520,"NYC","Pier 40 - Hudson River Park"
3259,40.7493702419328,-73.9992338418961,9723,"NYC","9 Ave & W 28 St"
326,40.72953837,-73.98426726,11492,"NYC","E 11 St & 1 Ave"
3260,40.7270636334831,-73.9966213703155,8815,"NYC","Mercer St & Bleecker St"
3263,40.7295149622495,-73.990752696991,12052,"NYC","Cooper Square & Astor Pl"
327,40.7153379,-74.01658354,11274,"NYC","Vesey Pl & River Terrace"
328,40.72405549,-74.00965965,7264,"NYC","Watts St & Greenwich St"
3282,40.78307,-73.95939,12990,"NYC","5 Ave & E 88 St"
3283,40.7882213,-73.97041561,7123,"NYC","W 89 St & Columbus Ave"
3284,40.78141070019,-73.9559590816498,3535,"NYC","E 88 St & Park Ave"
3285,40.78839,-73.9747,4677,"NYC","W 87 St & Amsterdam Ave"
3286,40.7806284,-73.9521667,5358,"NYC","E 89 St & 3 Ave"
3287,40.789622,-73.97757,4944,"NYC","W 87 St & West End Ave"
3288,40.778301,-73.9488134,6719,"NYC","E 88 St & 1 Ave"
3289,40.7901794809508,-73.9728891849518,3760,"NYC","W 90 St & Amsterdam Ave"
3290,40.7779453,-73.946041,4439,"NYC","E 89 St & York Ave"
3292,40.7857851,-73.957481,5355,"NYC","5 Ave & E 93 St"
3293,40.7921,-73.9739,3929,"NYC","W 92 St & Broadway"
3294,40.7835016,-73.955327,3485,"NYC","E 91 St & Park Ave"
3295,40.79127,-73.964839,9911,"NYC","Central Park W & W 96 St"
3296,40.7824541752799,-73.9489196240902,3102,"NYC","E 93 St & 2 Ave"
3297,40.6686627,-73.97988067,2405,"NYC","6 St & 7 Ave"
3298,40.686371,-73.99383324,2123,"NYC","Warren St & Court St"
3299,40.78813,-73.95206,1755,"NYC","E 98 St & Park Ave"
330,40.71450451,-74.00562789,4786,"NYC","Reade St & Broadway"
3300,40.6651468153379,-73.9763760566711,3411,"NYC","Prospect Park West & 8 St"
3301,40.7919557,-73.968087,9484,"NYC","Columbus Ave & W 95 St"
3302,40.7969347,-73.9643412291,1153,"NYC","Columbus Ave & W 103 St"
3303,40.6849894,-73.99440329,2011,"NYC","Butler St & Court St"
3304,40.668127,-73.98377641,2195,"NYC","6 Ave & 9 St"
3305,40.7811222993417,-73.9496558904648,6712,"NYC","E 91 St & 2 Ave"
3306,40.6662078,-73.98199886,2131,"NYC","10 St & 7 Ave"
3307,40.7941654,-73.974124,4926,"NYC","West End Ave & W 94 St"
3308,40.6861758,-73.99645295,2656,"NYC","Kane St & Clinton St"
3309,40.7859201,-73.94860294,2174,"NYC","E 97 St & 3 Ave"
331,40.71173107,-73.99193043,5848,"NYC","Pike St & Monroe St"
3310,40.663779,-73.98396846,2461,"NYC","14 St & 7 Ave"
3311,40.68763155,-74.0016256,2513,"NYC","Columbia St & Kane St"
3312,40.7817212,-73.94594,4509,"NYC","1 Ave & E 94 St"
3313,40.6663181,-73.9854617,1560,"NYC","6 Ave & 12 St"
3314,40.7937704,-73.971888,6347,"NYC","W 95 St & Broadway"
3315,40.6847514,-73.99917254,3174,"NYC","Henry St & Degraw St"
3317,40.6686273,-73.98700053,1519,"NYC","10 St & 5 Ave"
3318,40.7839636,-73.9471673,6326,"NYC","2 Ave & E 96 St"
3319,40.666287,-73.98895053,3253,"NYC","14 St & 5 Ave"
332,40.71219906,-73.97948148,7639,"NYC","Cherry St"
3320,40.7940666081855,-73.9628684520721,8225,"NYC","Central Park West & W 100 St"
3321,40.6831164,-73.99785267,2141,"NYC","Clinton St & Union St"
3322,40.668603,-73.9904394,1536,"NYC","12 St & 4 Ave"
3323,40.7981856,-73.9605909006,5929,"NYC","W 106 St & Central Park West"
3324,40.6685455,-73.99333264,1219,"NYC","3 Ave & 14 St"
3325,40.7849032,-73.950503,2755,"NYC","E 95 St & 3 Ave"
3326,40.67434,-74.00194698,689,"NYC","Clinton St & Centre St"
3327,40.7877214,-73.94728331,1605,"NYC","3 Ave & E 100 St"
3328,40.795,-73.9645,4283,"NYC","W 100 St & Manhattan Ave"
3329,40.6829151,-73.99318208,2468,"NYC","Degraw St & Smith St"
3330,40.6725058,-74.00494695,620,"NYC","Henry St & Bay St"
3331,40.8013434,-73.9711457439,5264,"NYC","Riverside Dr & W 104 St"
3332,40.681990442707,-73.9907902479172,1846,"NYC","Degraw St & Hoyt St"
3333,40.6747055,-74.0075572,456,"NYC","Columbia St & Lorraine St"
3335,40.6772744,-73.98282002,2941,"NYC","Union St & 4 Ave"
3336,40.787801,-73.953559,5463,"NYC","E 97 St & Madison Ave"
3337,40.673635513415,-74.0119555592537,1033,"NYC","Dwight St & Van Dyke St"
3338,40.7862586,-73.94552579,2368,"NYC","2 Ave & E 99 St"
3339,40.6765304,-73.97846879,1588,"NYC","Berkeley Pl & 6 Ave"
334,40.74238787,-73.99726235,10655,"NYC","W 20 St & 7 Ave"
3340,40.6753274,-74.0100698,502,"NYC","Wolcott St & Dwight St"
3341,40.795346,-73.96186,2973,"NYC","Central Park West & W 102 St"
3342,40.6777748,-74.0094613,642,"NYC","Pioneer St & Richards St"
3343,40.7997568,-73.9621128676,2581,"NYC","W 107 St & Columbus Ave"
3344,40.679043,-74.011169,1366,"NYC","Pioneer St & Van Brunt St"
3345,40.7894854155321,-73.9524292945862,4210,"NYC","Madison Ave & E 99 St"
3346,40.6751468387098,-73.9752320945263,3723,"NYC","Berkeley Pl & 7 Ave"
3347,40.6773429,-74.01275056,1620,"NYC","Van Brunt St & Wolcott St"
3348,40.677236,-74.015665,2276,"NYC","Coffey St & Conover St"
3349,40.6729679,-73.97087984,10192,"NYC","Grand Army Plaza & Plaza St West"
335,40.72903917,-73.99404649,6576,"NYC","Washington Pl & Broadway"
3350,40.7973721,-73.97041192,6780,"NYC","W 100 St & Broadway"
3351,40.7869946,-73.94164802,5736,"NYC","E 102 St & 1 Ave"
3352,40.6726724341095,-74.0087952464819,1232,"NYC","Sigourney St & Columbia St"
3354,40.668132,-73.97363831,6603,"NYC","3 St & Prospect Park West"
3355,40.7680088930595,-73.9684528112411,3261,"NYC","E 66 St & Madison Ave"
3356,40.7746671,-73.98470567,3797,"NYC","Amsterdam Ave & W 66 St"
3357,40.8008363,-73.9664492472,3647,"NYC","W 106 St & Amsterdam Ave"
3358,40.6711978,-73.97484126,2348,"NYC","Garfield Pl & 8 Ave"
3359,40.7691572,-73.96703464,2805,"NYC","E 68 St & Madison Ave"
336,40.73047747,-73.99906065,9025,"NYC","Sullivan St & Washington Sq"
3360,40.7829391,-73.9786517,8165,"NYC","Amsterdam Ave & W 79 St"
3361,40.6740886,-73.9787282,2367,"NYC","Carroll St & 6 Ave"
3362,40.7781314,-73.96069399,4272,"NYC","Madison Ave & E 82 St"
3363,40.7904828,-73.95033068,2309,"NYC","E 102 St & Park Ave"
3364,40.6751622,-73.9814832,2499,"NYC","Carroll St & 5 Ave"
3365,40.6703837,-73.97839676,2665,"NYC","3 St & 7 Ave"
3366,40.8021174,-73.9681805305,3580,"NYC","West End Ave & W 107 St"
3367,40.7922553,-73.95249933,7086,"NYC","5 Ave & E 103 St"
3368,40.6728155,-73.98352355,3404,"NYC","5 Ave & 3 St"
3369,40.7724607,-73.9468208,4273,"NYC","E 82 St & East End Ave"
337,40.7037992,-74.00838676,1469,"NYC","Old Slip & Front St"
3370,40.7727966,-73.95577801,3843,"NYC","E 78 St & 2 Ave"
3372,40.7689738,-73.95482273,7180,"NYC","E 74 St & 1 Ave"
3373,40.6750705,-73.98775226,2494,"NYC","3 St & 3 Ave"
3374,40.799484,-73.955613,12034,"NYC","Central Park North & Adam Clayton Powell Blvd"
3375,40.7699426,-73.96060712,3749,"NYC","3 Ave & E 72 St"
3376,40.7647185194434,-73.962220698595,4296,"NYC","E 65 St & 2 Ave"
3377,40.6786115,-73.99037292,2063,"NYC","Carroll St & Bond St"
3378,40.773763,-73.96222088,3823,"NYC","E 76 St & Park Ave"
3379,40.7903051,-73.94755757,3001,"NYC","E 103 St & Lexington Ave"
3381,40.6777287,-73.99364123,1112,"NYC","3 St & Hoyt St"
3382,40.680611,-73.99475825,3123,"NYC","Carroll St & Smith St"
3383,40.804213,-73.96699104,6579,"NYC","Cathedral Pkwy & Broadway"
3384,40.6787242,-73.99599099,1733,"NYC","Smith St & 3 St"
3386,40.6809591,-73.99905709,1656,"NYC","1 Pl & Clinton St"
3387,40.7934337,-73.94945003,2299,"NYC","E 106 St & Madison Ave"
3388,40.6828003,-73.99990419,1887,"NYC","President St & Henry St"
3389,40.6830456,-74.00348559,2119,"NYC","Carroll St & Columbia St"
339,40.72580614,-73.97422494,3456,"NYC","Avenue D & E 12 St"
3390,40.79329668,-73.9432083,2492,"NYC","E 109 St & 3 Ave"
3391,40.7892529,-73.93956237,2229,"NYC","E 106 St & 1 Ave"
3392,40.6812117,-74.00860912,765,"NYC","Commerce St & Van Brunt St"
3393,40.6794327,-74.00785041,633,"NYC","Richards St & Delavan St"
3394,40.6769993,-74.00647134,873,"NYC","Columbia St & W 9 St"
3395,40.6763744,-74.00324957,573,"NYC","Henry St & W 9 St"
3396,40.6783563,-74.00014502,2018,"NYC","Clinton St & 4 Place"
3397,40.6763947,-73.99869893,1728,"NYC","Court St & Nelson St"
3398,40.6746957,-73.99785768,2227,"NYC","Smith St & 9 St"
3399,40.6726029815013,-73.9898300170898,1215,"NYC","7 St & 3 Ave"
340,40.71269042,-73.98776323,5666,"NYC","Madison St & Clinton St"
3400,40.7961535,-73.94782145,4625,"NYC","E 110 St & Madison Ave"
3402,40.6902375,-73.99203074,5251,"NYC","Court St & State St"
3403,40.6705135,-73.98876585,1874,"NYC","4 Ave & 9 St"
3404,40.6704922,-73.98541675,1495,"NYC","7 St & 5 Ave"
3405,40.6704836,-73.98208968,1183,"NYC","5 St & 6 Ave"
3407,40.6790979972168,-73.9876547455788,1325,"NYC","Union St & Nevins St"
3408,40.6881529,-73.99520919,3713,"NYC","Congress St & Clinton St"
3409,40.6867443,-73.99063168,6196,"NYC","Bergen St & Smith St"
341,40.71782143,-73.97628939,4103,"NYC","Stanton St & Mangin St"
3410,40.6864442,-73.98759104,2242,"NYC","Dean St & Hoyt St"
3411,40.6849668,-73.98620772,2361,"NYC","Bond St & Bergen St"
3412,40.6853761,-73.98302136,2512,"NYC","Pacific St & Nevins St"
3414,40.6809447234773,-73.9756733179092,3370,"NYC","Bergen St & Flatbush Ave"
3415,40.6793307,-73.97519523,1784,"NYC","Prospect Pl & 6 Ave"
